latitude,longitude,altitude,geometry,Name,Description
1.35043817177432,103.87170454945,0,Point,kml_1,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>556083</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>SONY @ NEX</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>23 SERANGOON CENTRAL, NEX, #03-21</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0D7832C10AFAAEFC</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.30074770847155,103.845047580881,0,Point,kml_2,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>238839</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>STARHUB @ PLAZA SING</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>68 ORCHARD ROAD, STAHUB @ PLAZA SING, #1-36</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2EF1874BCB201181</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.35267231590699,103.944387987324,0,Point,kml_3,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>529510</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>STARHUB @ TAMPINES</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>4 TAMPINES CENTRAL 5, STARHUB @ TAMPINES, #2-27</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>30EA1FA40900F53C</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.35043817177432,103.87170454945,0,Point,kml_4,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>556083</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ NEX</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>23 SERANGOON CENTRAL, NEX, #B1-56</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>0D7832C1E8C86BCB</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.33489843717476,103.7467344968,0,Point,kml_5,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>609601</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ IMM</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>2 JURONG EAST STREET 21, IMM, #01-53</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>9FB1C7B32BA6BDD4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.35018915982967,103.749021980031,0,Point,kml_6,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>658713</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ WEST MALL</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>1 BUKIT BATOK CENTRAL LINK, WEST MALL, #01-16</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>ABBDF3998EA3C1D5</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.28433993485695,103.850982351781,0,Point,kml_7,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>48616</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ ONE RAFFLES PLACE</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>1 RAFFLES PLACE, ONE RAFFLES PLACE, #02-25</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2046D88B8324A269</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.30372321372467,103.835240310126,0,Point,kml_8,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>238859</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ THE PARAGON</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>290 ORCHARD ROAD, THE PARAGON, #04-31</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>B22AF3F2200B93F8</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.35267231590699,103.944387987324,0,Point,kml_9,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>529510</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ TAMPINES MALL</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-01</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>30EA1FA4B0C49C32</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.43600784517148,103.785688739235,0,Point,kml_10,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>738099</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ CAUSEWAY POINT</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-01</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>997DF23D179A57FD</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
1.29846962637,103.854867046362,0,Point,kml_11,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme</td> </tr><tr bgcolor=""""> <th>LANDXADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>PHOTOURL</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSPOSTALCODE</th> <td>188966</td> </tr><tr bgcolor=""#E3E3F3""> <th>LANDYADDRESSPOINT</th> <td></td> </tr><tr bgcolor=""""> <th>HYPERLINK</th> <td>https://alba-ewaste.sg; https://go.gov.sg/e-waste</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSUNITNUMBER</th> <td></td> </tr><tr bgcolor=""""> <th>ADDRESSFLOORNUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSBUILDINGNAME</th> <td>M1 @ BUGIS JUNCTION</td> </tr><tr bgcolor=""""> <th>ADDRESSBLOCKHOUSENUMBER</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>ADDRESSSTREETNAME</th> <td>80 MIDDLE ROAD, BUGIS JUNCTION, #01-81</td> </tr><tr bgcolor=""""> <th>DESCRIPTION</th> <td>Manned collection; E-waste accepted: ICT equipment, Batteries</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>2A3A1F6BF6BCFF99</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20210820223325</td> </tr></table></center>"
